ID,type,lat,long,
606405B93FB6',H1.1',40.796883,-111.921355
F45EAB95EB7A',H1.1',40.754355,-111.88107
9884E3209408',H1.1',40.603132,-111.813637
F45EAB95ED67',H1.1',40.739402,-111.856663
209148E036FB',H1.1',40.786037,-111.869428
A81B6A7AF0DD',H1.1',40.63499,-111.835927
A81B6A64D32A',H1.1',40.755267,-111.874405
A81B6A7B1BA5',H1.1',40.646048,-111.995858
A81B6A7A5C74',H1.1',40.784108,-111.739117
606405C9517E',H1.1',40.714442,-111.873008
209148E036DE',H1.1',40.66525,-111.800967
A81B6A7AF580',H1.1',40.729943,-111.877435
F45EAB9F74E4',H1.1',40.784307,-111.874297
F45EAB95E889',H1.1',40.733373,-111.831987
F45EAB9C02DC',H1.1',40.747658,-111.885817
606405AA0722',H1.1',40.729343,-111.846782
F45EAB9C48F6',H1.1',40.637702,-111.966223
F45EABA32F2E',H1.1',40.626118,-111.913052
A81B6A6463E9',H1.1',40.781238,-111.937967
9884E32091E7',H1.1',40.695765,-111.787652
606405C9418C',H1.1',40.749408,-111.837183
9884E320942F',H1.1',40.787998,-111.868263
209148E036E8',H1.1',40.71241,-111.907063
F45EAB08F8CD',H1.1',40.734375,-111.872193
A81B6A641C8B',H1.1',40.690363,-111.790007
9884E3206135',H1.1',40.789038,-111.920908
F45EAB95EA05',H1.1',40.694947,-111.818953
D0B5C2F31E1F',H1.1',40.772033,-111.861277
9884E320987A',H1.1',40.74477,-111.84661
F45EAB9C02DF',H1.1',40.685497,-111.839642
F45EAB95EA75',H1.1',40.749635,-111.802902
F45EABA254AA',H1.1',40.735998,-111.853078
606405CA407A',H1.1',40.74501,-111.808657
A81B6A646611',H1.1',40.646473,-111.853175
606405A9F0C5',H1.1',40.74737,-111.867793
F45EABA335D0',H1.1',40.741,-111.811313
A81B6A7A5B06',H1.1',40.780578,-111.746597
